"TimeEntryID","TimeEntryDatasourceID","TimeEntrySourceID","TimeEntryMatterID","TimeEntryStaffID","TimeEntryName","TimeEntryDate","TimeEntryMonth","TimeEntryQuarter","TimeEntryYear","TimeEntryAmount","TimeEntryRate","TimeEntryGross","TimeEntryStatus","TimeEntryPayable","TimeEntryIsActive","TimeEntryUpdatedDatetime","TotalBilledToDate","TotalPaidToDate","TimeEntryBilledAmount","TimeEntryInvoiceID","Staff","MatterType","TransactionPaymentAmount","LastPaymentDate","CTimeEntryPayable","TotalPaymentPayable","TimeEntryBreakDown","TotalPayout"
"1~B3FD8B2603B2D804","1","B3FD8B2603B2D804","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review Ascend emails.  Review FD Tacoma emails.  Email FD landlord.","2024-12-05","12","4","2024","2.1","400.0","840.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","703.12","H5836B281BA27898","JRJ","2","15000.0","2024-12-05","703.12","6000.0","0.0468","280.8"
"1~B3FDAB204F359745","1","B3FDAB204F359745","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Prepare for meeting with M. Duggan, attorney for Washington State, regarding worker's comp claim by Ascend employee, attend call and create strategy for next steps; Review and revise Letter of Intent for Station location in Utah","2024-09-05","9","3","2024","1.8","350.0","630.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","254.86","H4A2BB22B440B472","CAJ","2","15000.0","2024-09-05","254.86","6000.0","0.0171","102.6"
"1~B411DB2C6B15D917","1","B411DB2C6B15D917","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review documents relating to closure of Famous Daves in Tacoma and new collection letter, efforts to reach collection agency; update strategy memo; Review emails regarding immigration updates. ","2025-03-04","3","1","2025","0.7","350.0","245.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","169.43","H151FB31DE0FD393","CAJ","2","15000.0","2025-03-04","169.43","6000.0","0.0107","64.2"
"1~B4319B28FBF85780","1","B4319B28FBF85780","1~AC361AB169FF7591","1~Y05DDAAF3FA5C240","10132.000 - Amshot LLC - General - Email client.  Email C Sullivan regarding payment (RFX).","2025-02-03","2","1","2025","0.2","230.0","46.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","3500.0","H0514B3131D24683","JRJ","2","3500.0","2025-02-03","3500.0","1400.0","1.0","1400.0"
"1~B4337B2C5B906597","1","B4337B2C5B906597","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Email E morris regarding Simon and immigration.  Call with client.","2025-03-04","3","1","2025","1.7","400.0","680.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","470.26","H151FB31DE0FD393","JRJ","2","15000.0","2025-03-04","470.26","6000.0","0.0297","178.2"
"1~B43A7B2FEAD44694","1","B43A7B2FEAD44694","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review strategy for Mama Bird, license agreement, etc., draft email regarding the same; Review emails regarding vendor agreement, update strategy memo regarding the same. ","2025-05-19","5","2","2025","0.5","350.0","175.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","102.36","H591BB31D8C4D509","CAJ","2","15000.0","2025-05-19","102.36","6000.0","0.0034","20.4"
"1~B4550B2F709E6731","1","B4550B2F709E6731","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review email.  Assess Mama Bird requirements.  Email Kimco.  Attend L10.","2025-05-19","5","2","2025","3.3","400.0","1320.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","772.08","H591BB31D8C4D509","JRJ","2","15000.0","2025-05-19","772.08","6000.0","0.0261","156.6"
"1~B46ACB2A532AE149","1","B46ACB2A532AE149","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding immigration issues, needed research, potential policies in preparation to advise regarding the same; Assist with collection action for Stanfords in Salt Lake, update strategy memo regarding same. ","2025-02-06","2","1","2025","1.0","350.0","350.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","96.48","HF08FB31D537E998","CAJ","2","15000.0","2025-02-06","96.48","6000.0","0.0177","106.2"
"1~B46E4B2F7CD04744","1","B46E4B2F7CD04744","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Assess new information on immigration issue.  Assess needs for assignment and license.  ","2025-05-19","5","2","2025","3.9","400.0","1560.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","912.46","H591BB31D8C4D509","JRJ","2","15000.0","2025-05-19","912.46","6000.0","0.0308","184.8"
"1~B47BEB328F1A5669","1","B47BEB328F1A5669","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding Northgate communications (fro default letters).  Email E Morris on same.","2025-06-05","6","2","2025","3.4","400.0","1360.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","588.01","HF1A8B32A52DD279","JRJ","2","15000.0","2025-06-05","588.01","6000.0","0.0229","137.4"
"1~B48F6B2BAF693716","1","B48F6B2BAF693716","1~AC361AB169FF7591","1~YB387AAF35F66861","10132.000 - Amshot LLC - General - Reviewed settlement agreement terms and loan requirements, researched terms of operating agreement and transfers of membership interests for selling members.","2025-04-03","4","2","2025","1.8","420.0","756.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","877.44","H75B3B3130034598","BPL","2","3500.0","2025-04-03","877.44","1400.0","0.2506","350.84"
"1~B495FB2C5687C189","1","B495FB2C5687C189","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review Muck Rack Agreement.","2025-03-04","3","1","2025","3.0","400.0","1200.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","829.88","H151FB31DE0FD393","JRJ","2","15000.0","2025-03-04","829.88","6000.0","0.0524","314.4"
"1~B4AF1B24FD686908","1","B4AF1B24FD686908","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Draft Kemper email.  Review emails regarding Ascend Prime.","2024-11-07","11","4","2024","2.3","400.0","920.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","651.4","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","651.4","6000.0","0.0434","260.4"
"1~B4CD4B31CBB57397","1","B4CD4B31CBB57397","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Prepare for L10 meeting, draft legal memo with strategy and matter updates, email to client; Attend L10, confer regarding status of various legal projects; Update strategy memo. ","2025-06-05","6","2","2025","1.8","350.0","630.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","925.25","HF1A8B32A52DD279","CAJ","2","15000.0","2025-06-05","925.25","6000.0","0.0361","216.6"
"1~B4D54B2F32B53264","1","B4D54B2F32B53264","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review Mama Bird LOI.  Review FD's franchise agreement.","2025-05-19","5","2","2025","2.8","400.0","1120.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","655.1","H591BB31D8C4D509","JRJ","2","15000.0","2025-05-19","655.1","6000.0","0.0221","132.6"
"1~B4E2FB29E4FFF590","1","B4E2FB29E4FFF590","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review numerous emails regarding return of copier after FD closures, update strategy memo; Review emails regarding roof work completed at Tansasbourne and strategy for impact on lease negotiations, update strategy memo.  ","2025-02-06","2","1","2025","0.5","350.0","175.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","48.24","HF08FB31D537E998","CAJ","2","15000.0","2025-02-06","48.24","6000.0","0.0088","52.8"
"1~B4F96B287D318974","1","B4F96B287D318974","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Prepped for H Cole hearing.","2025-01-03","1","1","2025","1.0","400.0","400.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","110.26","HC1DCB31DFCAA370","JRJ","2","15000.0","2025-01-03","110.26","6000.0","0.0057","34.2"
"1~B4F98B2E5AD40250","1","B4F98B2E5AD40250","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review and analyze research relating to work permit regulations in prepraration to advise regarding student work program at Ascend; update strategy memo regarding the same. ","2025-04-04","4","2","2025","0.6","350.0","210.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","101.32","H378AB31D3C56581","CAJ","2","15000.0","2025-04-04","101.32","6000.0","0.0067","40.2"
"1~B4FC4B2A4B98E734","1","B4FC4B2A4B98E734","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review Tacoma copier email.  Draft proposed response.","2025-02-06","2","1","2025","0.6","400.0","240.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","66.16","HF08FB31D537E998","JRJ","2","15000.0","2025-02-06","66.16","6000.0","0.0121","72.6"
"1~B50E0B27278C2942","1","B50E0B27278C2942","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review emails.  Attend L10 meeting.","2024-12-05","12","4","2024","1.1","400.0","440.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","368.3","H5836B281BA27898","JRJ","2","15000.0","2024-12-05","368.3","6000.0","0.0245","147.0"
"1~B5138B29D2D69942","1","B5138B29D2D69942","1~AB9DDB1298358443","1~YE1FEB1F470C1607","10109.010 - Ascend Hospitality Group - GC2 - Conducted research on the binding precedent of Court of Appeals decisions for state agencies in Washington, analyzing relevant case law and statutory interpretations of agency authority and judicial review standards.","2025-08-04","8","3","2025","1.0","175.0","175.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","48.24","HD2E5B3471D0F264","GNS","2","15000.0","2025-08-04","48.24","6000.0","0.0031","18.6"
"1~B5146B2F842C6606","1","B5146B2F842C6606","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails and confer regarding strategy for joint venture involving Mama Bird franchise; Review emails regarding LOI and update strategy memo; Prepare for and Attend L10 and discuss status of legal projects. ","2025-05-19","5","2","2025","1.5","350.0","525.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","307.08","H591BB31D8C4D509","CAJ","2","15000.0","2025-05-19","307.08","6000.0","0.0103","61.8"
"1~B5199B1FCB502942","1","B5199B1FCB502942","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Draft responses to discovery requests relating to Ascend Steak and Sushi.  ","2024-09-05","9","3","2024","1.5","350.0","525.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","212.39","H4A2BB22B440B472","CAJ","2","15000.0","2024-09-05","212.39","6000.0","0.0142","85.2"
"1~B51A9B217A1B5659","1","B51A9B217A1B5659","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding potential transfer of Famous Dave's locations and the need for lease amendments in Tukwila and West Jordan in preparation to draft the same; Update strategy memo. ","2024-10-03","10","4","2024","0.3","350.0","105.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","71.84","HEBACB2817B80480","CAJ","2","15000.0","2024-10-03","71.84","6000.0","0.0047","28.2"
"1~B51CBB2213EB7286","1","B51CBB2213EB7286","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Redline and review Tanasbourne lease.","2024-10-03","10","4","2024","2.6","400.0","1040.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","711.52","HEBACB2817B80480","JRJ","2","15000.0","2024-10-03","711.52","6000.0","0.0474","284.4"
"1~B525DB2D07B54498","1","B525DB2D07B54498","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Reply to Monkey emails.  Review emails.  Reply to copier email (FDs Tacoma and Tukwila).  Reply to R Perez email (Simon).","2025-04-04","4","2","2025","1.3","400.0","520.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","250.88","H378AB31D3C56581","JRJ","2","15000.0","2025-04-04","250.88","6000.0","0.0167","100.2"
"1~B5260B33FFDE6393","1","B5260B33FFDE6393","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Revise license and lease.","2025-08-04","8","3","2025","7.8","400.0","3120.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","830.52","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","830.52","6000.0","0.0546","327.6"
"1~B5276B2C2FA61783","1","B5276B2C2FA61783","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review daily emails and response.  Draft Simon response email.","2025-03-04","3","1","2025","3.4","400.0","1360.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","940.53","H151FB31DE0FD393","JRJ","2","15000.0","2025-03-04","940.53","6000.0","0.0594","356.4"
"1~B5322B2788C65401","1","B5322B2788C65401","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review various emails regarding the closure of Tuckwila and Tacoma Famous Daves in preparation to respond to issues regarding closures, taxes, return of equipment, update strategy memo; Review emails regarding tax proposal and roof issue in Northgate, update strategy memo. ","2025-01-03","1","1","2025","0.6","350.0","210.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","1153.85","HC1DCB31DFCAA370","CAJ","2","15000.0","2025-01-03","1153.85","6000.0","0.0603","361.8"
"1~B5369B332F473785","1","B5369B332F473785","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review MB lease.  Attend L10 meeting.   Call with client on Mama bird.","2025-08-04","8","3","2025","5.5","400.0","2200.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","585.63","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","585.63","6000.0","0.0385","231.0"
"1~B5400B28EEE22902","1","B5400B28EEE22902","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding settlement strategy in preparation to advise regarding the same, confer regarding the same, update strategy memo; Review emails regarding gift card liability in preparation to advise regarding the same, update strategy memo. ","2025-01-03","1","1","2025","0.6","350.0","210.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","57.89","HC1DCB31DFCAA370","CAJ","2","15000.0","2025-01-03","57.89","6000.0","0.003","18.0"
"1~B541AB250B6EF568","1","B541AB250B6EF568","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Prepare for L10 meeting; Attend portion of L10 weekly strategy meeting; Draft severance letters. ","2024-11-07","11","4","2024","1.8","350.0","630.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","446.07","H1FE5B281147C132","CAJ","2","15000.0","2024-11-07","446.07","6000.0","0.0297","178.2"
"1~B54FAB2C5384D512","1","B54FAB2C5384D512","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Attend L10.  Prep for call and call with R Perez.","2025-03-04","3","1","2025","3.8","400.0","1520.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","1051.18","H151FB31DE0FD393","JRJ","2","15000.0","2025-03-04","1051.18","6000.0","0.0664","398.4"
"1~B5591B26A6464355","1","B5591B26A6464355","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Research recovery of business losses.  Draft E Morris agreement.","2024-12-05","12","4","2024","3.3","400.0","1320.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","1104.91","H5836B281BA27898","JRJ","2","15000.0","2024-12-05","1104.91","6000.0","0.0736","441.6"
"1~B55B4B30FE8A8196","1","B55B4B30FE8A8196","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding Tanasbourne Stanfords lease and strategy for moving forward, update strategy memo regarding the same; Review emails regarding the new Mama Bird Lease and update stratetegy memo. ","2025-06-05","6","2","2025","0.4","350.0","140.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","205.61","HF1A8B32A52DD279","CAJ","2","15000.0","2025-06-05","205.61","6000.0","0.008","48.0"
"1~B55F4B20907E0920","1","B55F4B20907E0920","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding LOI in preparation to advise regarding the same; Review comments and revisions to amended lease in Tanasbourne; update strategy memo regarding the same and other matters including Tukwila termination notice, and settlement in AQT. ","2024-09-05","9","3","2024","0.8","350.0","280.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","113.27","H4A2BB22B440B472","CAJ","2","15000.0","2024-09-05","113.27","6000.0","0.0076","45.6"
"1~B56EFB2B84359715","1","B56EFB2B84359715","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review comprehensive email regarding tax issue at Northgate and other issues and update strategy memo. ","2025-03-04","3","1","2025","0.4","350.0","140.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","96.82","H151FB31DE0FD393","CAJ","2","15000.0","2025-03-04","96.82","6000.0","0.0061","36.6"
"1~B5716B2D05DA0405","1","B5716B2D05DA0405","1~AC361AB169FF7591","1~YB387AAF35F66861","10132.000 - Amshot LLC - General - Exchanged information related to status of transfer documents for settlement and purchase of two former partners, researched prior documents and emails for updates.","2025-05-02","5","2","2025","0.3","420.0","126.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","2370.97","HB6DEB313799D383","BPL","2","3500.0","2025-05-02","2370.97","1400.0","0.6774","948.36"
"1~B575BB29125F7559","1","B575BB29125F7559","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review Ascend Lease and advise regarding audit rights; Review emails regarding Tacoma back tax issues, update memo; Review emails regarding new ITT services agreements in preparation to advise regarding the same; Review emails regarding settlement efforts in H. Cole matte; Review settlement agreement in preparation to advise regarding same. ","2025-01-03","1","1","2025","2.5","350.0","875.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","241.19","HC1DCB31DFCAA370","CAJ","2","15000.0","2025-01-03","241.19","6000.0","0.0126","75.6"
"1~B57B4B250ACB2791","1","B57B4B250ACB2791","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review and reply to emails (various topics).  Draft Management Agreement.","2024-11-07","11","4","2024","2.7","400.0","1080.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","764.69","H1FE5B281147C132","JRJ","2","15000.0","2024-11-07","764.69","6000.0","0.0509","305.4"
"1~B57BFB2EAD651419","1","B57BFB2EAD651419","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Draft letter to R Perez.  Research and review Northgate lease on same.  Research Washington law on lease obligations.","2025-04-04","4","2","2025","5.8","400.0","2320.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","1119.33","H378AB31D3C56581","JRJ","2","15000.0","2025-04-04","1119.33","6000.0","0.0746","447.6"
"1~B57CBB26D431A423","1","B57CBB26D431A423","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Attend L10 meeting.","2024-12-05","12","4","2024","0.8","400.0","320.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","267.86","H5836B281BA27898","JRJ","2","15000.0","2024-12-05","267.86","6000.0","0.0178","106.8"
"1~B580EB29C20D7436","1","B580EB29C20D7436","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Prepare for L10 meeting, draft summary of ongoing legal issues in preparation to attend and present; Review emails regarding immigration issues; Review emails regarding settlement of Cole matter, update strategy memos. ","2025-02-06","2","1","2025","1.0","350.0","350.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","96.48","HF08FB31D537E998","CAJ","2","15000.0","2025-02-06","96.48","6000.0","0.0177","106.2"
"1~B5877B2666722993","1","B5877B2666722993","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Attend and present updates on legal issues at L10 management meeting; Draft email to client regarding H. Cole case update. ","2024-12-05","12","4","2024","1.3","350.0","455.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","380.86","H5836B281BA27898","CAJ","2","15000.0","2024-12-05","380.86","6000.0","0.0253","151.8"
"1~B589AB3234723929","1","B589AB3234723929","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Draft email on immigration.","2025-06-05","6","2","2025","0.7","400.0","280.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","121.06","HF1A8B32A52DD279","JRJ","2","15000.0","2025-06-05","121.06","6000.0","0.0047","28.2"
"1~B5903B2497DA6569","1","B5903B2497DA6569","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Prepare for high level executive strategy meeting; Attend L10; Update strategy memo; Teleconference with client regarding closure of Ascend Steak due to power outage and strategy for recovery, Northgate Issue, and FD shutdowns; Review client email regarding lease assignment for Famous Dave's.","2024-11-07","11","4","2024","2.7","350.0","945.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","669.11","H1FE5B281147C132","CAJ","2","15000.0","2024-11-07","669.11","6000.0","0.0446","267.6"
"1~B590BB2634214428","1","B590BB2634214428","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails regarding Notice of default regarding Tukwila Famous Dave's in preparation to respond; Review emails regardingTacoma FD course; Draft Independent Contractor Agreement and email with client regarding the same.","2024-12-05","12","4","2024","1.3","350.0","455.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","380.86","H5836B281BA27898","CAJ","2","15000.0","2024-12-05","380.86","6000.0","0.0253","151.8"
"1~B5A10B2950B1A769","1","B5A10B2950B1A769","1~AB9DDB1298358443","1~YE1FEB1F470C1607","10109.010 - Ascend Hospitality Group - GC2 - Conducted research on possible litigation strategy for workers' compensation claim by navigating Washington case law and state statutes.","2025-08-04","8","3","2025","3.0","175.0","525.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","144.72","HD2E5B3471D0F264","GNS","2","15000.0","2025-08-04","144.72","6000.0","0.0095","57.0"
"1~B5AA7B21A83B2540","1","B5AA7B21A83B2540","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review Famous Dave's emails.  Review FDDs.  Email E Morris on same.  Review Northgate tax emails.","2024-10-03","10","4","2024","0.7","400.0","280.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","191.56","HEBACB2817B80480","JRJ","2","15000.0","2024-10-03","191.56","6000.0","0.0127","76.2"
"1~B5AF2B2A9E209931","1","B5AF2B2A9E209931","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review and forward L Calhoun email.  Respond to L Calhoun email.","2025-02-06","2","1","2025","1.6","400.0","640.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","176.41","HF08FB31D537E998","JRJ","2","15000.0","2025-02-06","176.41","6000.0","0.0324","194.4"
"1~B5B87B2FD52BA765","1","B5B87B2FD52BA765","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Confer regarding startegy for handling Mama Bird joint venture, management agreement and related documents; Review emails regarding various issues including Cintex agreement, update strategy memo. ","2025-05-19","5","2","2025","0.7","350.0","245.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","143.3","H591BB31D8C4D509","CAJ","2","15000.0","2025-05-19","143.3","6000.0","0.0048","28.8"
"1~B5C30B2085BCA178","1","B5C30B2085BCA178","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review requirements for bar admission to the Washington State Bar; Review and revise Tanasbourne Lease; Draft email regarding the same; Review email from client regarding LOI strategy for UT the Buzz concepts, draft response email. ","2024-09-05","9","3","2024","3.5","350.0","1225.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","495.57","H4A2BB22B440B472","CAJ","2","15000.0","2024-09-05","495.57","6000.0","0.0332","199.2"
"1~B5D4AB2C5D3AC343","1","B5D4AB2C5D3AC343","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review and reply to email.  Prep for meeting and second meeting with R Perez (Northgate taxes).","2025-03-04","3","1","2025","2.5","400.0","1000.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","691.56","H151FB31DE0FD393","JRJ","2","15000.0","2025-03-04","691.56","6000.0","0.0437","262.2"
"1~B5DADB2190532787","1","B5DADB2190532787","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review emails relating to tax issue in Northgate and update strategy memo; Review emails relating to existing Famous Dave's franchises in preparation to advise regarding the same, update strategy memo regarding the same; Review Stanfords' leases for three different locations to determine how percentage rent is calculated and respond to email regarding s","2024-10-03","10","4","2024","1.6","350.0","560.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","383.12","HEBACB2817B80480","CAJ","2","15000.0","2024-10-03","383.12","6000.0","0.0255","153.0"
"1~B5E3CB33F23C4548","1","B5E3CB33F23C4548","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Revise license, management agreement and lease.","2025-08-04","8","3","2025","5.0","400.0","2000.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","532.39","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","532.39","6000.0","0.035","210.0"
"1~B5F11B1BB1FAC966","1","B5F11B1BB1FAC966","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Review emails.","2025-08-04","8","3","2025","2.3","400.0","920.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","253.6","HD2E5B3471D0F264","JRJ","2","15000.0","2025-08-04","253.6","6000.0","0.0166","99.6"
"1~B5F11B28D64DE720","1","B5F11B28D64DE720","1~AB9DDB1298358443","1~Y05DDAAF3FA5C240","10109.010 - Ascend Hospitality Group - GC2 - Attended L10 meeting.","2025-01-03","1","1","2025","0.3","400.0","120.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","33.08","HC1DCB31DFCAA370","JRJ","2","15000.0","2025-01-03","33.08","6000.0","0.0017","10.2"
"1~B5FE2B22BDDBD879","1","B5FE2B22BDDBD879","1~AB9DDB1298358443","1~Y977BAFE02C5D403","10109.010 - Ascend Hospitality Group - GC2 - Review statements from Fourth Enterprises relating to Stanfords SLC and Tacoma; Draft response to demand letter for payment relating to both locations and same vendor; update strategy memo regarding the same. ","2024-10-03","10","4","2024","0.7","350.0","245.0","Y","False","True","2025-09-09 02:00:01.010","0.0","0.0","167.62","HEBACB2817B80480","CAJ","2","15000.0","2024-10-03","167.62","6000.0","0.0111","66.6"
